experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
gemini_flash_pure_run1,gemini-2.5-flash,pure,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.1,low,True,"The answer is very vague and lacks concrete technical details. It correctly states that Errors and Exceptions are different problems and part of the JVM's error handling, but it fails to explain *how* they differ in terms of their hierarchy, recoverability, typical causes, or how a programmer should approach handling them. Crucial concepts like checked vs. unchecked exceptions and specific examples are entirely missing.",Acknowledges that Errors and Exceptions are different types of problems.; Mentions they are part of the JVM's error handling system.,"The `Throwable` hierarchy (Error and Exception as direct subclasses of `Throwable`).; The distinction between recoverable (Exceptions) and generally unrecoverable (Errors) conditions.; The concept of checked vs. unchecked exceptions (Errors are always unchecked, RuntimeExceptions are unchecked, other Exceptions are checked).; Typical scenarios or causes for Errors (e.g., `OutOfMemoryError`, `StackOverflowError`) vs. Exceptions (e.g., `NullPointerException`, `IOException`).; The recommended approach for handling each type (Errors are typically not caught by application code, Exceptions are often expected to be caught and handled).",7557,2026-05-12T15:12:03.504054,
gemini_flash_pure_run1,gemini-2.5-flash,pure,31,Core Java,What are the access modifiers in Java and how do they differ?,"Access modifiers are a very important part of the Java language that allows programmers to control the visibility and accessibility of code elements in an appropriate way, which is key for security and good application architecture.",waffle,low,0.1,low,True,"The candidate provided a correct high-level description of the purpose and importance of access modifiers. However, the answer completely failed to identify the specific access modifiers in Java or explain how they differ in terms of visibility and accessibility scope. This is a critical omission for a fundamental Java concept.",Understands the general purpose of access modifiers (controlling visibility and accessibility); Recognizes the importance of access modifiers for security and application architecture,"Listing the specific access modifiers in Java (public, protected, default/package-private, private); Explaining the distinct visibility and accessibility rules for each access modifier; Differentiating between the access levels provided by each modifier",5542,2026-05-12T15:12:09.347130,
gemini_flash_pure_run1,gemini-2.5-flash,pure,32,OOP,What is the difference between aggregation and composition?,Aggregation and composition are two types of relationships between objects in object-oriented programming. They differ in the strength of the coupling between objects and have different use cases depending on how objects are related in a given system.,waffle,low,0.15,low,True,"The answer is extremely high-level and lacks any concrete technical details. While it correctly identifies aggregation and composition as object relationships and mentions coupling strength, it fails to elaborate on the fundamental differences such as lifetime dependency, ownership, or how these concepts are typically implemented in Java. A strong answer would provide specific examples and explain the implications of each relationship type.",Correctly identifies aggregation and composition as types of relationships between objects in OOP.; Correctly states that they differ in the strength of coupling.,"Lifetime dependency (the most critical distinction); Strong vs. weak 'has-a' relationship; Ownership semantics (e.g., exclusive ownership in composition); Implementation patterns in Java (e.g., creating the 'part' object within the 'whole' vs. passing it in); The concept that a 'part' cannot exist independently of the 'whole' in composition; The concept that a 'part' can exist independently of the 'whole' in aggregation; Concrete examples illustrating the difference",7039,2026-05-12T15:12:16.688024,
gemini_flash_pure_run1,gemini-2.5-flash,pure,33,Core Java,What is the difference between the == operator and the equals() method?,"It depends on the context and the types being used. In some situations both behave the same way, in others differently. You need to check the documentation for the specific class.",evasive,low,0.1,low,True,"The answer is extremely vague and lacks any concrete technical details. While it correctly states that behavior 'depends on context,' it fails to explain *how* it depends or what the fundamental differences are. A junior developer should be able to articulate the distinction between comparing primitive values, object references (memory addresses) with `==`, and comparing object contents/values with an overridden `equals()` method.","Acknowledges that behavior can vary based on context and type; Suggests checking documentation, which is a good general practice","Difference in behavior for primitive types vs. reference types with `==` operator; The concept of 'reference equality' vs. 'value equality'; The default implementation of `equals()` in the `Object` class (comparing references); The purpose of overriding the `equals()` method to define custom value equality (e.g., for `String`, `Integer`, etc.); Specific examples of when they behave the same (e.g., default `Object.equals()` or comparing primitives) and differently (e.g., `String` objects with same content but different references)",7265,2026-05-12T15:12:24.254735,
gemini_flash_pure_run1,gemini-2.5-flash,pure,34,Core Java,What is the Stream API?,"I have used the Stream API in several projects and it works very well for processing collections. It is hard for me to explain exactly in words, but in practice I know how to use it.",evasive,low,0.1,low,True,"The candidate states they have used the Stream API and know how to use it in practice, which is a positive sign. However, the answer completely lacks any technical explanation of what the Stream API is, how it works, or its core features. For a technical role, it's crucial to be able to articulate concepts clearly, not just use them. The response is vague and provides no concrete technical details.",Candidate acknowledges having used the Stream API.; Candidate correctly identifies that it is used for processing collections.,"Definition of Stream API (sequence of elements supporting aggregate operations); Declarative programming paradigm; Functional programming concepts (e.g., lambda expressions); Intermediate operations (e.g., filter, map, sorted); Terminal operations (e.g., collect, forEach, reduce); Pipelining of operations; Lazy evaluation; Non-mutating nature of streams; Potential for parallel processing; Fluent API design",5586,2026-05-12T15:12:30.141702,
gemini_flash_pure_run1,gemini-2.5-flash,pure,35,Core Java,What does the synchronized keyword mean?,synchronized is used in multithreading when we have multiple threads. It ensures that the code works correctly in such situations.,evasive,low,0.2,low,True,"The candidate's answer is very high-level and lacks technical detail. While it correctly places `synchronized` in the context of multithreading and states its general purpose, it fails to explain *how* it achieves correctness. A strong answer would delve into concepts like mutual exclusion, monitor locks, preventing race conditions, and ensuring memory visibility.",Correctly identifies the context of multithreading.; States that its purpose is to ensure correctness in multithreaded situations.,"Mutual exclusion; Monitor lock / Intrinsic lock; Race conditions; Data consistency; Memory visibility (happens-before relationship); Synchronized methods vs. synchronized blocks; The object on which the lock is acquired (e.g., 'this', Class.class, arbitrary object)",6745,2026-05-12T15:12:37.188010,
gemini_flash_pure_run1,gemini-2.5-flash,pure,36,Core Java,What is Optional and what problem does it solve?,Optional is a class that helps with nulls. You wrap an object in it and then you can operate on it.,evasive,low,0.2,low,True,"The answer is very high-level and lacks technical depth. While it correctly identifies Optional's relation to null values, it doesn't explain *how* it helps (e.g., by avoiding NullPointerExceptions) or provide any concrete examples of its usage or the specific problems it solves. It also misses mentioning any of the key methods that make Optional useful for operating on the wrapped object safely.",Correctly identifies Optional as a class.; Correctly states that it helps with nulls.; Correctly states that an object is wrapped within it.,"Explicitly avoiding NullPointerException.; Being a container for a potentially absent value.; Key methods for safe interaction (e.g., isPresent(), orElse(), map(), flatMap(), ofNullable(), empty()).; Encouraging explicit handling of absence.; Functional programming style benefits.; The problem of 'null' being ambiguous (absence vs. error).",8269,2026-05-12T15:12:45.758278,
gemini_flash_pure_run1,gemini-2.5-flash,pure,37,OOP,What is the Single Responsibility Principle?,"SRP means that a class should do one thing. For example, a UserService class should deal with users and not with something else.",evasive,low,0.25,low,True,"The candidate provides a very superficial understanding of the Single Responsibility Principle. While the statement 'a class should do one thing' is a common simplification, it completely misses the core technical definition that a class should have only *one reason to change*. The example given is basic and does not demonstrate an understanding of how different responsibilities within a seemingly single 'thing' (like user management) can lead to multiple reasons for a class to change, thus violating SRP. A deeper explanation would involve discussing the implications for maintainability, testability, and coupling.","Candidate correctly identifies that SRP relates to a class doing 'one thing'.; Provides a relevant, albeit high-level, example with 'UserService'.","The precise definition of SRP: 'a class should have only one reason to change'.; Explanation of what constitutes a 'reason to change' (e.g., different stakeholders, different technologies, different business rules).; The benefits of adhering to SRP (e.g., improved maintainability, testability, reduced coupling, easier refactoring).; Concrete examples of how a single class might have multiple responsibilities even if it appears to 'do one thing' (e.g., a UserService handling business logic, persistence, and validation).",7273,2026-05-12T15:12:53.332583,
gemini_flash_pure_run1,gemini-2.5-flash,pure,38,Core Java,What is the difference between map() and flatMap() in the Stream API?,"I have used both in projects and I know when to use one versus the other, but it is hard for me to explain it precisely. In practice flatMap() is used for more complex cases.",evasive,low,0.1,low,True,"The candidate explicitly states an inability to explain the difference precisely, which is the core of the question. The answer provides no technical details, concrete examples, or explanations of the underlying mechanics of either `map()` or `flatMap()`. The statement that `flatMap()` is used for 'more complex cases' is vague and does not demonstrate understanding of its specific functionality or how it differs from `map()`.",,One-to-one transformation nature of map(); One-to-many (or zero) transformation nature of flatMap(); The concept of 'flattening' nested streams or collections; The return type of the mapper function for map() (single element); The return type of the mapper function for flatMap() (a Stream of elements); How map() maintains the stream structure while changing element type; How flatMap() changes the stream structure by combining inner streams,7140,2026-05-12T15:13:00.773439,
gemini_flash_pure_run1,gemini-2.5-flash,pure,39,Core Java,What is the String Pool in Java?,The String Pool is an optimisation mechanism in Java. The idea is that the JVM somehow stores Strings to save memory. The exact details depend on the JVM implementation.,evasive,low,0.2,low,True,"The candidate provides a very high-level and vague description of the String Pool. While the core purpose (optimization, memory saving) is correctly identified, there is a significant lack of concrete technical details regarding its implementation, how strings are added or retrieved, and key related concepts like the `intern()` method or the handling of string literals. The statement 'somehow stores' and 'exact details depend on the JVM implementation' indicates a lack of deeper understanding rather than a nuanced technical point.",Correctly identifies the String Pool as an optimization mechanism.; Correctly states its purpose is to save memory.,Specific location of the String Pool (Heap).; How String literals are handled by the String Pool.; The role and usage of the `intern()` method.; The mechanism of string object reuse (checking for existing instances).; The difference between creating a String literal and using `new String()` in relation to the pool.; The importance of String immutability for the String Pool's functionality.,6106,2026-05-12T15:13:07.181266,
gemini_flash_pure_run1,gemini-2.5-flash,pure,40,OOP,Can you instantiate an abstract class?,"It depends on what we mean by instantiation. In certain cases it is possible to obtain a working object based on an abstract class, although direct use of new may not be possible.",evasive,low,0.3,partial,False,"The answer is vague and lacks the directness and precision expected for a fundamental Java concept. While it correctly hints that direct use of 'new' on an abstract class is not possible, it doesn't explicitly state that an abstract class *cannot* be instantiated directly. It's crucial to understand that you instantiate a *concrete subclass* of an abstract class, not the abstract class itself. The phrasing 'obtain a working object based on an abstract class' is imprecise and can be misleading without further qualification.",Acknowledges that direct instantiation using 'new' might not be possible for abstract classes.; Recognizes that objects related to an abstract class can be obtained (implying subclasses).,Explicitly stating that an abstract class *cannot* be instantiated directly.; The fundamental reason why abstract classes cannot be instantiated (they are incomplete and may have abstract methods).; The necessity of instantiating a *concrete subclass* of an abstract class.; Mentioning anonymous inner classes as a specific way to create a concrete subclass on the fly.; Clarity and directness in answering a fundamental Java concept.,7709,2026-05-12T15:13:15.191753,
